No.,Ticker,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Price,Change,Volume
1027,MPC,45.42B,20.37,9.15,0.71,0.33,2.07,4.29,13.64,111.90%,-43.36%,-1.80%,28.81%,13.80%,88.48,0.72%,"1,214,831"
1028,MPLX,30.33B,10.39,9.06,1.05,2.95,2.79,722.11,33.51,456.80%,3.95%,295.30%,9.94%,27.10%,30.77,0.10%,"502,011"
1029,MPWR,19.19B,74.15,31.45,2.97,14.42,14.92,24.81,84.53,44.50%,17.40%,32.10%,25.00%,25.50%,437.92,2.74%,"118,204"
1030,MRC,885.12M,-,8.66,-,0.32,2.64,28.55,98.35,87.30%,37.67%,16.00%,15.00%,-2.60%,10.54,-1.77%,"61,264"
1031,MRK,230.90B,16.84,12.50,1.60,4.28,5.71,25.86,38.03,173.50%,0.53%,28.20%,10.53%,4.10%,90.05,-2.50%,"4,200,912"
1032,MRO,15.60B,7.85,5.33,0.72,2.53,1.45,-,6.65,165.50%,-12.99%,19.80%,10.98%,10.10%,22.79,1.20%,"5,588,154"
1033,MRTN,1.64B,17.74,15.16,1.77,1.58,2.58,24.62,15.70,22.60%,2.38%,20.10%,10.00%,7.70%,19.70,-2.52%,"308,458"
1034,MRUS,1.16B,-,-,-,22.10,3.88,3.23,-,40.80%,-8.80%,13.60%,-,81.30%,26.00,-1.96%,"57,867"
1035,MSBI,541.12M,6.85,6.59,0.98,2.25,0.87,1.63,2.89,274.10%,1.78%,10.40%,7.00%,14.40%,25.17,-0.04%,"7,798"
1036,MSI,35.63B,29.90,19.77,2.65,4.30,-,40.58,40.53,31.60%,12.01%,17.30%,11.28%,6.20%,218.93,0.30%,"113,837"
1037,MTAC,307.85M,38.71,-,-,-,1.31,3078.45,-,755.30%,-,-,-,-,9.86,-0.10%,400
1038,MTB,28.48B,12.58,8.76,0.71,7.40,1.32,0.75,12.52,38.80%,38.12%,12.10%,17.61%,0.20%,163.65,-0.65%,"1,461,070"
1039,MTDR,5.61B,7.84,4.61,0.75,2.86,2.67,88.99,4.69,196.10%,-6.53%,45.80%,10.40%,44.50%,49.32,2.94%,"441,274"
1040,MTG,4.09B,6.89,6.26,0.68,3.46,0.93,8.56,6.57,43.40%,1.36%,16.60%,10.13%,2.20%,13.48,-0.44%,"431,593"
1041,MTNB,172.21M,-,-,-,5166.22,3.64,3.93,-,4.50%,-8.30%,11.50%,-,-,0.86,7.44%,"369,142"
1042,MTOR,2.58B,11.84,8.22,0.55,0.63,3.79,22.40,-,-14.90%,21.96%,-15.20%,21.70%,3.70%,36.34,-0.03%,"611,931"
1043,MTR,26.60M,20.36,-,-,16.62,10.77,15.65,-,33.80%,-,-9.00%,-,-7.80%,12.88,-13.36%,"46,474"
1044,MTRN,1.51B,22.42,12.84,1.87,0.94,2.11,74.98,-,366.80%,15.19%,22.40%,12.00%,9.30%,75.05,-0.60%,"36,889"
1045,MUFG,71.36B,8.36,-,0.44,3.83,0.55,0.06,-,46.20%,-,5.30%,18.90%,-2.20%,5.26,-0.66%,"1,286,572"
1046,MUR,4.60B,47.07,3.97,1.14,1.88,1.19,9.58,3.85,93.70%,30.32%,21.70%,41.38%,4.70%,31.40,1.23%,"414,483"
1047,MUSA,6.59B,14.47,21.33,3.22,0.35,8.59,18.50,12.34,14.10%,-22.15%,21.70%,4.50%,8.40%,270.36,-2.00%,"92,641"
1048,MVO,120.94M,8.37,-,1.20,7.65,16.54,403.12,-,101.00%,-,19.70%,7.00%,17.00%,10.89,1.29%,"32,107"
1049,MXC,33.86M,12.12,-,-,5.13,2.78,24.18,18.81,-,-,42.50%,-,21.10%,16.45,3.01%,"4,380"
1050,MYE,806.46M,18.89,12.21,0.94,0.99,3.66,45.82,97.16,-9.90%,22.11%,19.50%,20.00%,7.30%,22.71,0.53%,"27,147"
1051,MYFW,262.39M,12.19,8.03,-,3.91,1.20,0.58,1.50,-18.80%,27.95%,91.60%,-,16.00%,28.49,0.00%,"4,991"
1052,MYRG,1.51B,18.03,16.04,2.25,0.59,2.84,80.77,37.86,42.40%,9.58%,32.20%,8.00%,16.90%,90.99,1.02%,"20,325"
1053,MYY,-,-,-,-,-,-,-,-,-,-,-,-,-,25.70,-0.70%,"31,328"
1054,NAAC,467.28M,156.35,-,-,-,1.30,667.55,-,-,-,-,-,-,9.85,0.00%,"60,936"
1055,NANR,-,-,-,-,-,-,-,-,-,-,-,-,-,47.69,0.23%,"5,327"
1056,NAOV,19.90M,-,-,-,10.48,3.82,3.32,-,-35.20%,-,1.70%,-,49.20%,0.76,4.97%,"82,248"
1057,NBHC,1.16B,14.58,10.45,1.46,5.78,1.47,1.38,-,5.70%,38.28%,30.60%,10.00%,4.60%,40.88,1.89%,"68,630"
1058,NBIX,9.12B,132.25,28.93,-,7.56,6.60,13.72,89.28,-78.00%,69.96%,20.70%,-2.70%,137.50%,96.99,0.60%,"333,162"
1059,NBN,291.77M,5.86,8.42,-,3.48,1.19,1.25,1.70,238.20%,-,60.50%,-,10.60%,38.78,1.41%,"8,441"
1060,NBR,1.08B,-,-,-,0.51,1.81,2.75,9.90,35.50%,73.40%,16.00%,-10.00%,-2.00%,120.58,1.98%,"59,595"
1061,NBTB,1.63B,11.04,11.48,2.21,4.80,1.40,1.42,17.33,49.30%,1.13%,14.50%,5.00%,3.40%,38.98,-0.15%,"31,901"
1062,NC,281.13M,5.52,-,-,1.39,0.79,3.45,4.40,219.30%,-,73.10%,-,11.50%,39.32,-0.56%,"8,050"
1063,NDAC,431.66M,73.50,-,-,-,1.31,539.58,-,-,-,-,-,-,9.79,0.15%,"322,082"
1064,NDP,50.40M,-,-,-,-,-,-,-,-,-,-,-,-,27.34,0.13%,479
1065,NE,1.68B,31.10,6.31,-,1.90,1.23,16.00,-,132.50%,102.30%,27.40%,-,-18.10%,26.48,-0.53%,"357,341"
1066,NECB,198.00M,16.57,8.78,-,3.97,0.74,1.12,28.70,31.80%,16.95%,-,-,-,12.13,0.17%,"32,649"
1067,NEE,157.86B,107.10,25.71,11.80,9.72,4.32,106.88,31.52,18.70%,7.79%,3.00%,9.07%,1.10%,78.89,-0.05%,"1,933,902"
1068,NEN,288.53M,-,-,-,4.65,-,-,-,-,-,-,-,-,78.12,-1.10%,203
1069,NEP,6.29B,87.23,36.55,-,6.19,2.07,37.44,-,320.10%,-18.25%,-1.10%,-,4.90%,73.94,-2.23%,"212,099"
1070,NERV,15.56M,-,-,-,-,-,-,-,21.70%,5.60%,-3.50%,-,-,2.93,2.44%,"10,872"
1071,NEX,2.18B,-,6.09,-,1.19,3.75,21.80,-,67.20%,13.18%,24.30%,-,27.60%,8.66,-0.86%,"745,165"
1072,NEXT,623.26M,-,-,-,-,-,27.82,-,-38.40%,-21.90%,-28.50%,0.60%,-,4.99,-1.58%,"133,872"
1073,NFE,8.63B,24.25,13.41,-,5.13,4.20,55.24,-,128.20%,55.96%,34.90%,-,128.20%,42.72,1.09%,"197,609"
1074,NFG,6.05B,12.95,9.89,1.30,3.03,3.27,114.96,-,381.90%,16.95%,25.80%,10.00%,3.70%,66.89,0.36%,"146,974"
1075,NGG,48.03B,18.86,-,2.52,2.23,1.72,12.13,168.59,63.90%,-,2.90%,7.50%,4.00%,66.58,-0.46%,"206,195"
1076,NGS,131.18M,-,-,-,1.76,0.58,8.00,-,-614.10%,33.30%,-27.70%,23.00%,0.20%,10.83,-0.18%,"12,351"
1077,NGVC,367.30M,13.76,-,2.70,0.34,2.45,12.71,13.12,2.30%,-,12.20%,5.10%,8.40%,16.60,-0.27%,"6,213"
1078,NI,11.54B,18.74,18.40,2.61,2.21,2.05,100.76,25.59,771.10%,6.83%,4.40%,7.18%,1.80%,28.41,-0.33%,"1,381,353"
1079,NIC,986.69M,13.84,9.23,1.98,5.12,1.23,2.10,14.70,-4.60%,13.80%,18.10%,7.00%,17.90%,74.49,-1.11%,"20,147"
1080,NIMC,-,71.96,-,-,-,7.96,-,-,-,-,-,-,-,110.65,-0.22%,"10,875"
1081,NJR,4.19B,45.08,18.13,7.51,1.68,2.37,301.18,35.06,-28.80%,4.24%,-4.30%,6.00%,2.80%,43.26,-1.88%,"86,198"
1082,NL,427.75M,7.89,6.62,-,2.91,1.17,2.95,388.87,248.50%,0.73%,27.20%,-,5.30%,9.25,1.20%,"15,155"
1083,NLR,-,-,-,-,-,-,-,-,-,-,-,-,-,53.34,-0.38%,"2,934"
1084,NLSN,8.50B,15.89,11.97,3.00,2.42,2.54,17.63,11.30,187.10%,7.09%,1.90%,5.30%,-11.10%,24.03,-0.06%,"596,263"
1085,NML,360.92M,2.86,-,-,-,-,-,-,-,-,-,-,-,6.36,-0.16%,"82,349"
1086,NMM,658.44M,1.36,1.14,0.04,0.74,0.38,6.09,-,471.50%,16.61%,34.50%,33.08%,30.20%,22.94,-0.04%,"55,915"
1087,NNI,3.42B,7.88,13.77,-,2.18,1.14,20.98,-,12.70%,-6.30%,11.00%,-6.91%,3.00%,91.82,-0.60%,"16,824"
1088,NOAC,284.91M,96.21,-,-,-,1.29,2849.12,-,159.00%,-,-,-,-,9.89,-0.20%,212
1089,NOC,70.76B,12.61,16.75,2.07,2.00,5.37,32.55,101.81,128.80%,9.96%,30.90%,6.10%,7.60%,459.22,0.40%,"191,450"
1090,NOG,1.98B,-,2.73,-,4.48,-,600.56,4.15,99.40%,40.10%,69.20%,36.30%,27.90%,26.44,2.05%,"177,178"
1091,NOV,5.89B,-,17.72,-,1.01,1.18,4.19,-,91.20%,161.35%,36.80%,41.00%,-5.30%,14.93,-1.13%,"1,413,554"
1092,NPTN,840.08M,-,20.03,-,2.64,5.52,7.87,-,-788.60%,174.48%,-6.78%,15.00%,-6.70%,15.73,0.03%,"318,680"
1093,NR,303.79M,-,12.23,-,0.47,0.67,14.26,-,68.80%,67.47%,10.50%,-,5.50%,3.33,-2.06%,"324,295"
1094,NRAC,296.67M,27.01,-,-,-,1.29,494.45,-,-,-,-,-,-,9.83,0.00%,0
1095,NREF,305.80M,7.78,10.29,-,2.47,0.80,8.69,5.12,84.30%,-23.19%,-,-,-,21.85,2.53%,"22,145"
1096,NRGU,-,-,-,-,-,-,-,-,-,-,-,-,-,339.67,1.74%,"93,179"
1097,NRGX,601.31M,2.28,-,-,-,-,-,-,-,-,-,-,-,13.52,0.52%,"32,810"
1098,NRIM,235.30M,7.92,6.51,-,2.80,1.10,0.44,3.12,17.40%,27.18%,23.80%,-,7.50%,41.38,-0.81%,"7,375"
1099,NRP,489.13M,4.26,-,-,1.82,1.60,3.61,3.82,152.30%,-,-7.90%,0.00%,-2.90%,39.83,1.79%,"3,064"
1100,NRT,145.60M,17.29,-,-,15.83,541.67,39.35,60.67,21.00%,-,-8.30%,-,-7.90%,15.58,-4.12%,"74,952"
1101,NRZ,4.57B,4.57,5.99,0.32,1.05,0.80,2.74,-,142.80%,22.86%,-6.50%,14.14%,22.90%,10.06,0.15%,"1,653,628"
1102,NSP,3.89B,29.94,19.47,2.00,0.74,114.39,6.38,-,-10.10%,11.11%,15.60%,15.00%,11.10%,102.62,0.80%,"29,547"
1103,NSSC,875.29M,52.15,36.39,34.77,6.45,8.66,18.51,65.32,98.70%,60.05%,22.30%,1.50%,6.70%,25.25,1.28%,"139,359"
1104,NSYS,35.95M,4.13,-,-,0.29,1.31,44.94,-,535.90%,-,175.70%,-,-0.30%,12.18,-4.47%,"3,340"
1105,NTB,1.64B,10.38,7.05,1.73,5.02,1.71,0.47,13.76,12.70%,16.72%,22.50%,6.00%,3.40%,33.75,-0.53%,"32,764"
1106,NTCT,2.25B,68.97,15.03,38.75,2.63,1.18,3.20,7.87,82.30%,9.11%,5.90%,1.78%,-5.90%,32.95,0.58%,"141,447"
1107,NTG,187.80M,2.50,-,-,-,-,-,-,-,-,-,-,-,33.57,0.87%,"2,195"
1108,NTR,56.26B,7.69,5.61,0.93,1.40,1.35,74.33,42.01,585.00%,-18.20%,-,8.23%,-,79.47,1.30%,"1,660,536"
1109,NTUS,1.14B,88.28,20.97,4.01,2.37,2.61,13.47,25.70,178.40%,9.03%,-21.30%,22.00%,4.40%,32.90,-0.09%,"35,588"
1110,NUE,30.64B,4.18,9.85,0.10,0.77,2.09,7.34,-,879.50%,-55.64%,56.30%,40.37%,17.60%,117.62,0.33%,"917,792"
1111,NURO,27.92M,-,-,-,3.32,1.09,1.17,-,35.70%,-,76.20%,15.00%,-7.30%,3.84,0.26%,"57,906"
1112,NVEE,1.87B,37.48,20.64,2.63,2.51,2.87,22.80,22.97,94.60%,9.99%,21.50%,14.25%,25.80%,125.50,0.46%,"15,558"
1113,NVGS,806.68M,-,8.48,-,1.83,0.73,4.80,-,275.60%,-0.63%,-21.00%,9.00%,6.70%,10.97,2.14%,"82,839"
1114,NVMI,2.72B,27.28,20.06,0.85,5.84,5.64,7.98,26.09,88.70%,2.46%,54.90%,32.20%,20.50%,100.54,2.73%,"45,541"
1115,NVO,193.12B,40.12,4.16,2.77,9.63,29.40,71.21,38.60,15.20%,17.26%,6.70%,14.50%,4.70%,113.59,-1.93%,"341,800"
1116,NVSA,339.48M,32.58,-,-,-,1.31,565.79,-,-,-,-,-,-,9.85,0.10%,"106,530"
1117,NVST,6.25B,26.31,17.60,0.63,2.47,1.61,5.79,-,472.90%,12.30%,-3.30%,41.43%,-2.10%,40.22,0.52%,"580,513"
1118,NVT,5.20B,19.72,13.38,2.12,2.00,2.10,101.82,30.27,677.80%,9.12%,2.00%,9.30%,3.10%,31.99,-0.09%,"129,844"
1119,NWG,27.88B,9.24,-,-,2.49,0.68,0.07,-,417.20%,-,19.00%,-,-3.70%,5.51,-2.05%,"622,124"
1120,NWN,1.81B,22.18,19.87,4.82,2.02,1.69,74.46,-,11.40%,6.85%,2.60%,4.60%,5.20%,52.78,-1.58%,"54,432"
1121,NWPX,286.57M,22.97,9.11,2.30,0.77,1.03,86.84,-,-39.80%,17.10%,29.60%,10.00%,17.40%,30.38,1.86%,"5,519"
1122,NX,771.54M,15.44,9.72,1.03,0.66,1.79,19.83,85.73,314.00%,1.51%,78.90%,15.00%,2.90%,23.46,-0.51%,"26,130"
1123,NXDT,576.80M,2.36,-,-,6.07,0.64,262.18,32.04,350.30%,-,2.80%,-,4.30%,15.69,0.32%,"27,914"
1124,NXE,2.50B,-,-,-,-,4.57,12.75,-,12.50%,16.70%,-35.70%,-,-,4.07,2.14%,"862,495"
1125,NXGN,1.18B,782.17,16.94,191.47,1.97,2.85,19.67,23.11,-83.20%,8.48%,-39.50%,4.08%,3.20%,17.86,-0.72%,"122,163"
1126,NXRT,1.56B,70.69,-,14.14,6.83,3.07,15.67,-,-48.70%,-132.90%,-2.70%,5.00%,10.50%,62.19,1.23%,"40,540"
1127,NXST,6.85B,8.54,7.95,0.43,1.44,2.47,21.00,6.76,9.30%,-13.31%,45.70%,20.00%,33.30%,177.96,1.24%,"122,522"
1128,O,41.04B,68.71,43.53,4.87,16.79,1.63,270.74,214.00,-24.30%,-1.80%,-5.10%,14.10%,13.50%,70.21,0.19%,"831,112"
1129,OBCI,122.99M,15.77,-,-,1.92,2.55,12.06,-,-12.80%,-,30.80%,-,12.20%,12.98,0.15%,"12,006"
1130,OBE,830.53M,1.45,2.26,0.16,1.53,0.80,148.31,4.60,-52.90%,7.60%,20.60%,9.30%,-4.90%,7.76,-0.89%,"313,401"
1131,OBNK,928.97M,9.17,8.92,-,3.91,1.41,1.46,9.49,197.30%,30.16%,65.60%,-,11.70%,40.30,0.12%,"8,814"
1132,OCFC,1.13B,11.83,7.03,1.18,3.24,0.76,3.12,12.26,74.50%,24.01%,12.70%,10.00%,20.70%,19.65,-0.51%,"161,465"
1133,OCN,283.08M,2.56,6.54,0.85,0.26,0.56,1.05,-,104.90%,-32.75%,15.10%,3.00%,-5.40%,32.32,-0.55%,"41,233"
1134,OCSL,1.22B,4.63,9.55,0.39,5.18,0.93,-,-,10.90%,0.00%,-16.14%,12.00%,-,6.79,0.15%,"189,611"
1135,ODFL,30.15B,27.64,22.16,1.23,5.36,8.84,55.70,50.68,56.50%,5.59%,30.20%,22.50%,11.90%,273.79,1.16%,"181,278"
1136,OFG,1.27B,8.97,7.82,1.12,2.80,1.29,0.67,24.05,114.40%,10.41%,22.30%,8.00%,4.70%,26.84,-0.74%,"94,449"
1137,OFS,139.56M,2.72,8.25,0.40,2.92,0.73,-,-,16.00%,8.60%,2.96%,6.80%,-,10.40,0.05%,"19,171"
1138,OGE,7.82B,8.19,18.82,4.31,2.99,1.85,-,-,524.00%,-4.99%,16.80%,1.90%,10.10%,38.92,-1.24%,"430,094"
1139,OGN,7.98B,6.16,5.53,-,1.25,-,11.49,10.66,-40.40%,6.87%,-,-5.00%,-,31.42,-0.48%,"411,890"
1140,OGS,4.37B,21.13,18.76,4.23,2.03,1.81,352.39,-,4.50%,7.76%,7.80%,5.00%,4.90%,81.68,-0.71%,"43,402"
1141,OIH,-,-,-,-,-,-,-,-,-,-,-,-,-,218.71,-1.32%,"378,476"
1142,OIL,-,-,-,-,-,-,-,-,-,-,-,-,-,33.15,-0.15%,"18,817"
1143,OKE,25.67B,17.38,13.42,1.60,1.37,4.36,1758.00,870.06,136.40%,11.66%,15.00%,10.87%,13.10%,58.28,-0.14%,"571,075"
1144,OLN,7.43B,5.49,5.22,-,0.79,2.72,37.55,4.95,229.50%,-5.12%,220.60%,-10.70%,9.90%,48.37,-1.18%,"298,598"
1145,OMAB,1.99B,15.17,13.83,5.06,4.39,6.46,11.80,3320.97,162.20%,36.50%,9.10%,3.00%,9.50%,48.45,0.66%,"20,131"
1146,ON,24.62B,18.06,12.22,0.87,3.42,5.09,14.97,16.41,306.80%,-1.37%,39.30%,20.77%,11.50%,60.28,2.55%,"3,782,483"
1147,ONEY,-,-,-,-,-,-,-,-,-,-,-,-,-,92.88,0.42%,"4,003"
1148,ONTO,3.66B,22.38,13.82,1.86,4.25,2.59,6.75,23.00,356.50%,7.81%,10.30%,12.00%,29.00%,79.53,3.22%,"72,232"
1149,OPA,244.90M,61.64,-,-,-,1.41,2449.02,-,-,-,-,-,-,9.81,0.10%,"28,211"
1150,OPBK,161.03M,5.19,4.74,0.52,2.35,0.98,1.14,-,121.50%,-0.92%,32.40%,10.00%,15.10%,10.74,-0.05%,"8,301"
1151,OPCH,5.26B,32.99,27.90,3.30,1.46,4.63,36.11,26.96,15.60%,25.22%,19.10%,10.00%,29.70%,31.15,-0.92%,"189,067"
1152,OPER,-,-,-,-,-,-,-,-,-,-,-,-,-,100.22,0.02%,667
1153,OPOF,116.30M,16.14,-,-,2.79,1.11,0.73,12.64,56.00%,-,16.10%,-,7.20%,23.86,3.60%,102
1154,OPTN,293.52M,-,-,-,3.79,-,3.21,-,30.00%,67.50%,-,-,9.50%,3.62,1.69%,"41,952"
1155,ORA,4.45B,69.31,43.24,5.78,6.54,2.41,25.73,-,-33.10%,44.32%,-9.10%,12.00%,0.00%,79.97,-0.36%,"274,404"
1156,ORI,6.87B,5.10,8.84,0.51,0.79,1.01,72.25,11.95,170.40%,2.01%,26.20%,10.00%,7.80%,22.32,-0.36%,"331,536"
1157,ORLY,44.68B,22.08,18.77,2.23,3.30,-,233.32,17.49,32.10%,11.42%,23.70%,9.90%,9.20%,687.10,-0.32%,"163,655"
1158,ORRF,266.28M,8.87,9.41,-,2.84,1.06,1.20,12.62,23.40%,-2.51%,29.50%,-,17.40%,26.20,5.48%,"37,042"
1159,OSBC,621.29M,24.74,7.87,3.53,5.04,1.39,0.95,86.29,-29.30%,25.20%,4.40%,7.00%,7.50%,14.44,-0.76%,"30,754"
1160,OTIC,118.06M,-,-,-,944.48,3.47,-,-,26.30%,0.00%,26.20%,20.40%,-28.80%,2.23,0.45%,"105,151"
1161,OTTR,2.76B,12.86,19.38,1.43,2.10,2.66,1969.01,61.12,80.40%,-31.92%,21.40%,9.00%,8.30%,66.39,-1.09%,"51,112"
1162,OVBC,141.64M,11.45,-,-,3.20,1.03,0.82,14.31,14.50%,-,9.10%,-,2.60%,29.70,0.44%,520
1163,OVV,11.29B,14.22,2.79,0.37,1.28,2.50,41.65,9.27,122.60%,49.03%,24.50%,38.52%,22.10%,45.97,0.92%,"1,049,049"
1164,OXM,1.42B,9.57,9.21,0.96,1.15,2.90,8.52,12.53,234.80%,0.77%,18.90%,10.00%,2.20%,91.62,0.32%,"31,629"
1165,OXY,57.39B,9.52,7.74,0.41,1.97,3.88,30.06,6.10,113.30%,-23.91%,29.10%,23.46%,20.70%,63.39,0.91%,"9,374,894"
1166,PAA,7.35B,45.90,9.13,7.03,0.16,0.98,64.43,9.75,114.30%,16.32%,5.00%,6.53%,15.80%,10.78,0.42%,"1,276,569"
1167,PAC,5.85B,20.82,17.23,0.54,5.69,7.14,7.20,19.55,-63.30%,12.60%,-6.30%,38.40%,7.90%,139.97,-0.96%,"11,155"
1168,PAG,8.36B,6.46,7.32,0.31,0.31,2.10,49.07,8.13,120.80%,-11.06%,30.10%,20.70%,4.90%,109.28,-2.80%,"309,554"
1169,PAGP,2.08B,163.73,6.21,-,0.04,1.38,17.75,1.96,110.10%,6.06%,-20.10%,-,15.80%,10.97,-0.05%,"710,884"
1170,PAM,2.66B,3.65,3.43,0.48,2.13,0.71,5.06,6.70,114.10%,14.04%,248.20%,7.60%,41.90%,21.13,-0.61%,"65,113"
1171,PANL,205.50M,2.54,3.10,-,0.26,0.77,2.94,2.35,478.60%,-24.63%,48.00%,-,24.70%,4.59,-0.62%,"81,175"
1172,PANW,49.26B,-,55.41,-,9.53,150.62,12.71,30.68,-87.80%,24.32%,-18.50%,27.37%,25.30%,503.93,-1.88%,"657,108"
1173,PAQC,283.74M,53.46,-,-,-,1.33,1418.72,-,-,-,-,-,-,9.88,-0.10%,4
1174,PARR,918.01M,-,10.01,-,0.18,7.29,6.52,-,81.80%,-45.60%,-5.20%,-,20.40%,15.34,-0.81%,"230,537"
1175,PAYX,42.32B,31.07,26.93,2.28,9.18,13.08,31.27,97.84,-0.40%,6.96%,7.70%,13.63%,6.60%,120.75,1.33%,"916,742"
1176,PB,6.26B,12.69,11.53,1.39,6.11,0.99,3.99,13.07,-1.40%,6.67%,7.30%,9.12%,9.10%,69.44,-0.40%,"96,143"
1177,PBA,20.10B,-,15.95,-,2.33,1.67,-,-,40.00%,5.50%,35.13%,13.11%,-,36.39,-0.38%,"256,551"
1178,PBF,3.30B,14.01,8.48,-,0.10,1.78,2.30,4.36,116.20%,-67.09%,2.70%,-,11.40%,28.22,-0.25%,"563,240"
1179,PBFX,1.03B,6.74,6.79,4.61,2.89,3.85,19.37,8.87,3.40%,4.75%,3.90%,1.46%,13.50%,16.49,1.01%,"24,556"
1180,PBH,2.89B,14.50,13.06,1.81,2.66,1.87,106.37,11.56,24.10%,6.99%,25.40%,8.00%,4.30%,57.92,-1.13%,"51,783"
1181,PBHC,88.82M,10.88,-,-,1.94,1.05,2.18,4.58,51.60%,-,18.00%,-,13.70%,19.40,0.26%,"8,310"
1182,PBJ,-,-,-,-,-,-,-,-,-,-,-,-,-,44.67,0.13%,"11,438"
1183,PBP,-,-,-,-,-,-,-,-,-,-,-,-,-,21.08,0.09%,443
1184,PBR,71.83B,2.75,3.34,-,0.77,0.95,4.45,3.67,50.40%,-17.99%,55.90%,-,9.90%,11.67,0.09%,"9,135,903"
1185,PBR-A,60.11B,2.95,2.71,0.14,0.13,0.19,-,-,69.30%,-1.70%,36.51%,21.10%,-,10.68,-0.47%,"4,003,870"
1186,PBT,825.28M,64.46,-,6.45,59.80,1747.00,412.64,-,-2.20%,-,-11.10%,10.00%,-10.90%,17.78,1.77%,"145,466"
1187,PCB,275.49M,6.90,7.21,-,3.32,1.08,1.06,25.51,150.70%,0.96%,24.20%,-,9.10%,18.82,-0.76%,"15,565"
1188,PCG,25.56B,111.35,8.81,19.98,1.18,0.99,103.49,-,95.10%,10.78%,-15.10%,5.57%,3.20%,10.59,-0.94%,"4,845,095"
1189,PCGU,-,-,-,-,-,9.90,-,-,-,-,-,-,-,101.48,-0.56%,"3,325"
1190,PCSB,288.17M,18.60,18.08,-,4.98,0.98,1.77,-,40.10%,3.92%,39.00%,-,8.00%,19.17,0.05%,"10,546"
1191,PCVX,1.41B,-,-,-,-,3.93,4.22,-,36.20%,-3.60%,-,4.70%,-,24.48,-0.45%,"86,694"
1192,PDCE,5.88B,12.07,2.96,0.44,3.12,2.11,34.34,3.71,170.70%,4.55%,24.90%,27.20%,37.10%,62.33,2.79%,"373,910"
1193,PDCO,2.93B,14.89,12.55,3.67,0.45,2.87,20.66,-,27.80%,6.67%,2.60%,4.06%,3.00%,30.94,0.72%,"178,962"
1194,PDFS,822.92M,-,35.18,-,6.83,4.09,6.13,58.78,50.60%,97.01%,-32.40%,20.00%,0.70%,23.85,2.71%,"138,732"
1195,PDS,782.39M,-,8.47,-,0.93,0.90,42.52,-,-52.20%,255.00%,-4.70%,-,-0.30%,59.24,-2.10%,"29,221"
1196,PEBK,153.16M,10.71,-,-,3.29,1.19,0.50,8.90,35.00%,-,11.80%,-,3.50%,27.01,-0.18%,110
1197,PECO,3.90B,145.11,74.76,15.77,7.17,1.80,765.35,48.19,244.00%,32.56%,0.60%,9.20%,15.60%,33.99,-1.16%,"310,522"
1198,PEG,30.06B,-,16.62,-,3.29,2.23,18.75,-,-134.20%,4.28%,-22.30%,4.60%,1.60%,60.01,-0.67%,"691,292"
1199,PEO,474.95M,3.27,-,-,28.20,1.07,-,-,-,-,-,-,-,19.91,0.96%,"6,229"
1200,PEP,234.51B,25.08,23.55,3.16,2.86,12.67,41.20,637.24,9.90%,8.34%,5.20%,7.95%,4.80%,168.65,-0.83%,"1,151,426"
1201,PERI,853.69M,15.18,12.06,-,1.66,1.70,2.49,10.60,188.20%,15.70%,55.80%,-,8.90%,19.80,5.60%,"198,512"
1202,PEY,-,-,-,-,-,-,-,-,-,-,-,-,-,20.45,-0.82%,"126,461"
1203,PFBC,1.01B,10.54,8.24,1.05,4.73,1.76,1.01,10.60,37.60%,10.18%,20.10%,10.00%,11.40%,70.86,-0.07%,"28,323"
1204,PFC,908.22M,8.71,8.16,0.97,3.74,1.00,5.37,-,93.20%,6.97%,16.30%,9.00%,22.80%,26.42,0.42%,"23,166"
1205,PFE,286.23B,11.58,9.41,-,3.10,3.50,11.98,12.46,233.60%,-18.87%,27.40%,-0.80%,9.00%,50.98,-0.76%,"5,993,039"
1206,PFG,15.74B,10.97,8.90,1.17,1.11,1.39,5.74,6.82,24.20%,16.38%,6.90%,9.40%,2.70%,64.08,0.34%,"620,890"
1207,PFGC,7.57B,106.64,15.62,2.48,0.17,2.41,552.52,106.02,130.20%,28.54%,-15.20%,43.03%,13.50%,50.88,0.87%,"224,338"
1208,PFHD,280.36M,15.48,10.71,-,3.47,1.23,0.38,11.68,130.50%,32.08%,-,-,-,21.23,0.71%,"6,706"
1209,PFIE,59.40M,312.50,19.23,14.88,1.93,1.34,8.03,-,52.00%,140.74%,0.97%,21.00%,10.50%,1.24,-0.85%,"10,274"
1210,PFIS,365.93M,8.66,8.75,-,3.84,1.17,2.40,16.79,50.40%,9.93%,17.80%,-,6.40%,52.16,-0.36%,"2,053"
1211,PFIX,-,-,-,-,-,-,-,-,-,-,-,-,-,55.45,0.38%,"82,309"
1212,PFS,1.72B,10.86,9.90,1.36,4.26,1.09,3.75,21.45,57.50%,6.49%,9.80%,8.00%,5.90%,23.11,-0.43%,"90,577"
1213,PG,346.07B,25.17,23.47,5.27,4.35,7.75,40.59,29.39,10.90%,5.18%,9.50%,4.78%,3.10%,141.33,-1.88%,"3,743,775"
